,turns
7534,27
7535,19
7536,14
7537,48
7538,29
7539,15
7540,26
7541,10
7542,17
7543,10
7544,22
7545,12
7546,12
7547,15
7548,13
7549,18
7550,13
7551,23
7552,7
7553,12
7554,14
7555,18
7556,14
7557,21
7558,12
7559,20
7560,12
7561,23
7562,21
7563,36
7564,22
7565,9
7566,10
7567,14
7568,27
7569,14
7570,15
7571,13
7572,14
7573,18
7574,20
7575,19
7576,20
7577,20
7578,23
7579,9
7580,13
7581,13
7582,17
7583,7
7584,28
7585,21
7586,18
7587,23
7588,24
7589,20
7590,11
7591,14
7592,10
7593,11
7594,17
7595,16
7596,24
7597,17
7598,22
7599,13
7600,24
7601,14
7602,9
7603,13
7604,20
7605,10
7606,11
7607,12
7608,16
7609,13
7610,18
7611,12
7612,20
7613,16
7614,27
7615,11
7616,15
7617,12
7618,21
7619,24
7620,11
7621,9
7622,17
7623,13
7624,20
7625,17
7626,30
7627,13
7628,23
7629,13
7630,45
7631,12
7632,21
7633,12
7634,9
7635,11
7636,22
7637,15
7638,11
7639,26
7640,12
7641,13
7642,21
7643,26
7644,19
7645,21
7646,13
7647,13
7648,12
7649,11
7650,20
7651,17
7652,13
7653,17
7654,18
7655,23
7656,38
7657,22
7658,22
7659,12
7660,25
7661,14
7662,26
7663,12
7664,9
7665,12
7666,21
7667,14
7668,11
7669,15
7670,11
7671,11
7672,11
7673,28
7674,31
7675,12
7676,19
7677,20
7678,12
7679,18
7680,19
7681,23
7682,17
7683,16
7684,11
7685,24
7686,25
7687,9
7688,13
7689,15
7690,16
7691,15
7692,18
7693,24
7694,37
7695,30
7696,8
7697,23
7698,16
7699,10
7700,12
7701,28
7702,20
7703,16
7704,14
7705,11
7706,18
7707,26
7708,11
7709,32
7710,7
7711,13
7712,11
7713,11
7714,14
7715,14
7716,15
7717,8
7718,11
7719,14
7720,8
7721,17
7722,15
7723,26
7724,11
7725,12
7726,34
7727,44
7728,28
7729,26
7730,19
7731,21
7732,13
7733,15
7734,10
7735,14
7736,21
7737,10
7738,14
7739,9
7740,25
7741,44
7742,9
7743,21
7744,21
7745,18
7746,21
7747,17
7748,10
7749,13
7750,25
7751,17
7752,16
7753,9
7754,14
7755,18
7756,16
7757,12
7758,15
7759,13
7760,10
7761,25
7762,10
7763,14
7764,19
7765,23
7766,15
7767,26
7768,16
7769,17
7770,26
7771,13
7772,13
7773,17
7774,10
7775,10
7776,12
7777,12
7778,26
7779,16
7780,23
7781,13
7782,10
7783,15
7784,21
7785,32
7786,12
7787,17
7788,16
7789,12
7790,13
7791,23
7792,27
7793,14
7794,22
7795,38
7796,39
7797,23
7798,13
7799,13
7800,21
7801,17
7802,47
7803,22
7804,11
7805,12
7806,23
7807,19
7808,7
7809,26
7810,16
7811,13
7812,21
7813,15
7814,17
7815,11
7816,21
7817,9
7818,12
7819,15
7820,21
7821,11
7822,11
7823,13
7824,23
7825,13
7826,22
7827,12
7828,28
7829,33
7830,16
7831,28
7832,22
7833,12
7834,12
7835,15
7836,8
7837,22
7838,62
7839,21
7840,19
7841,18
7842,16
7843,17
7844,12
7845,13
7846,16
7847,18
7848,18
7849,18
7850,12
7851,35
7852,20
7853,30
7854,14
7855,22
7856,13
7857,20
7858,22
7859,27
7860,10
7861,33
7862,12
7863,16
7864,33
7865,33
7866,36
7867,18
7868,9
7869,20
7870,13
7871,29
7872,16
7873,15
7874,13
7875,34
7876,11
7877,12
7878,39
7879,20
7880,25
7881,9
7882,11
7883,16
7884,17
7885,25
7886,22
7887,14
7888,21
7889,15
7890,15
7891,12
7892,20
7893,25
7894,13
7895,11
7896,29
7897,14
7898,15
7899,15
7900,15
7901,24
7902,23
7903,24
7904,23
7905,19
7906,11
7907,18
7908,21
7909,20
7910,16
7911,26
7912,18
7913,26
7914,22
7915,16
7916,17
7917,8
7918,15
7919,16
7920,17
7921,9
7922,40
7923,22
7924,16
7925,17
7926,21
7927,15
7928,14
7929,10
7930,33
7931,8
7932,37
7933,14
7934,14
7935,10
7936,11
7937,15
7938,16
7939,11
7940,20
7941,23
7942,25
7943,15
7944,22
7945,17
7946,13
7947,9
7948,18
7949,14
7950,19
7951,12
7952,8
7953,16
7954,22
7955,22
7956,24
7957,13
7958,14
7959,26
7960,12
7961,10
7962,46
7963,12
7964,13
7965,15
7966,17
7967,32
7968,13
7969,9
7970,19
7971,15
7972,22
7973,26
7974,11
7975,18
7976,16
7977,12
7978,17
7979,21
7980,11
7981,27
7982,13
7983,20
7984,28
7985,23
7986,19
7987,31
7988,20
7989,14
7990,24
7991,32
7992,17
7993,27
7994,19
7995,15
7996,18
7997,9
7998,35
7999,16
8000,15
8001,24
8002,11
8003,21
8004,17
8005,31
8006,31
8007,10
8008,22
8009,27
8010,14
8011,21
8012,20
8013,25
8014,30
8015,19
8016,16
8017,9
8018,16
8019,19
8020,32
8021,15
8022,21
8023,10
8024,26
8025,19
8026,36
8027,10
8028,13
8029,21
8030,12
8031,24
8032,20
8033,11
8034,21
8035,10
8036,12
8037,17
8038,13
8039,15
8040,13
8041,10
8042,12
8043,13
8044,11
8045,33
8046,12
8047,12
8048,14
8049,13
8050,12
8051,27
8052,12
8053,10
8054,11
8055,13
8056,33
8057,14
8058,16
8059,9
8060,18
8061,16
8062,12
8063,15
8064,8
8065,14
8066,32
8067,10
8068,14
8069,23
8070,13
8071,12
8072,24
8073,16
8074,17
8075,16
8076,16
8077,14
8078,13
8079,10
8080,17
8081,14
8082,24
8083,17
8084,14
8085,20
8086,27
8087,15
8088,13
8089,17
8090,27
8091,14
8092,33
8093,26
8094,16
8095,21
8096,16
8097,12
8098,15
8099,12
8100,13
8101,22
8102,15
8103,10
8104,19
8105,10
8106,10
8107,41
8108,13
8109,10
8110,22
8111,12
8112,31
8113,16
8114,17
8115,17
8116,19
8117,12
8118,18
8119,15
8120,16
8121,24
8122,15
8123,19
8124,29
8125,21
8126,27
8127,23
8128,12
8129,17
8130,20
8131,13
8132,12
8133,18
8134,8
8135,27
8136,19
8137,15
8138,24
8139,21
8140,20
8141,9
8142,17
8143,30
8144,20
8145,12
8146,15
8147,11
8148,25
8149,22
8150,28
8151,10
8152,13
8153,10
8154,9
8155,47
8156,10
8157,13
8158,20
8159,18
8160,21
8161,13
8162,11
8163,21
8164,13
8165,15
8166,27
8167,18
8168,27
8169,21
8170,15
8171,19
8172,17
8173,18
8174,11
8175,26
8176,18
8177,19
8178,9
8179,20
8180,20
8181,19
8182,16
8183,16
8184,14
8185,16
8186,20
8187,36
8188,9
8189,15
8190,14
8191,23
8192,22
8193,16
8194,16
8195,27
8196,19
8197,12
8198,14
8199,19
8200,14
8201,12
8202,16
8203,19
8204,20
8205,17
8206,17
8207,17
8208,13
8209,35
8210,16
8211,18
8212,10
8213,22
8214,16
8215,42
8216,15
8217,11
8218,13
8219,21
8220,14
8221,21
8222,23
8223,15
8224,15
8225,16
8226,17
8227,12
8228,20
8229,31
8230,17
8231,27
8232,21
8233,27
8234,13
8235,15
8236,11
8237,17
8238,20
8239,13
8240,14
8241,11
8242,11
8243,14
8244,15
8245,17
8246,11
8247,11
8248,28
8249,17
8250,20
8251,18
8252,23
8253,19
8254,14
8255,8
8256,18
8257,28
8258,20
8259,14
8260,16
8261,9
8262,21
8263,26
8264,11
8265,20
8266,17
8267,16
8268,30
8269,14
8270,14
8271,8
8272,23
8273,17
8274,16
8275,11
8276,13
8277,15
8278,13
8279,24
8280,9
8281,26
8282,16
8283,21
8284,16
8285,31
8286,32
8287,14
8288,13
8289,13
8290,21
8291,15
8292,14
8293,16
8294,14
8295,11
8296,27
8297,16
8298,13
8299,18
8300,16
8301,13
8302,12
8303,17
8304,24
8305,14
8306,14
8307,17
8308,14
8309,12
8310,8
8311,14
8312,23
8313,20
8314,11
8315,26
8316,12
8317,12
8318,19
8319,13
8320,24
8321,15
8322,21
8323,11
8324,15
8325,20
8326,17
8327,16
8328,13
8329,17
8330,25
8331,11
8332,9
8333,15
8334,8
8335,10
8336,10
8337,16
8338,12
8339,30
8340,18
8341,18
8342,32
8343,44
8344,19
8345,12
8346,11
8347,10
8348,21
8349,19
8350,12
8351,14
8352,19
8353,12
8354,15
8355,19
8356,13
8357,12
8358,17
8359,23
8360,16
8361,23
8362,29
8363,10
8364,19
8365,12
8366,13
8367,11
8368,36
8369,22
8370,19
8371,14
8372,15
8373,12
8374,11
8375,17
8376,9
8377,22
8378,12
8379,12
8380,13
8381,14
8382,20
8383,16
8384,33
8385,10
8386,12
8387,28
8388,29
8389,20
8390,18
8391,26
8392,23
8393,14
8394,8
8395,25
8396,16
8397,31
8398,14
8399,24
8400,9
8401,17
8402,14
8403,9
8404,14
8405,18
8406,19
8407,15
8408,11
8409,10
8410,11
8411,18
8412,23
8413,17
8414,29
8415,14
8416,12
8417,12
8418,9
8419,40
8420,27
8421,24
8422,17
8423,19
8424,19
8425,11
8426,12
8427,19
8428,13
8429,7
8430,23
8431,13
8432,18
8433,29
8434,36
8435,11
8436,23
8437,10
8438,13
8439,11
8440,7
8441,7
8442,15
8443,9
8444,16
8445,22
8446,18
8447,18
8448,9
8449,14
8450,28
8451,9
8452,33
8453,10
8454,21
8455,23
8456,20
8457,17
8458,24
8459,15
8460,16
8461,18
8462,12
8463,15
8464,36
8465,19
8466,12
8467,23
8468,15
8469,16
8470,15
8471,28
8472,31
8473,14
8474,16
8475,11
8476,10
8477,40
8478,10
8479,22
8480,20
8481,16
8482,11
8483,10
8484,50
8485,13
8486,14
8487,24
8488,14
8489,18
8490,18
8491,17
8492,33
8493,20
8494,8
8495,16
8496,13
8497,15
8498,14
8499,15
8500,7
8501,10
8502,9
8503,18
8504,32
8505,17
8506,25
8507,28
8508,16
8509,24
8510,22
8511,20
8512,20
8513,13
8514,19
8515,16
8516,21
8517,8
8518,20
8519,24
8520,13
8521,16
8522,19
8523,16
8524,24
8525,17
8526,7
8527,8
8528,21
8529,15
8530,41
8531,20
8532,18
8533,12
8534,17
8535,12
8536,14
8537,12
8538,12
8539,9
8540,19
8541,15
8542,21
8543,14
8544,19
8545,22
8546,13
8547,17
8548,23
8549,34
8550,15
8551,20
8552,11
8553,32
8554,16
8555,21
8556,23
8557,10
8558,23
8559,18
8560,17
8561,12
8562,30
8563,26
8564,26
8565,16
8566,12
8567,20
8568,17
8569,12
8570,22
8571,11
8572,16
8573,11
8574,12
8575,20
8576,11
8577,20
8578,11
8579,17
8580,34
8581,10
8582,15
8583,13
8584,19
8585,11
8586,9
8587,21
8588,21
8589,11
8590,17
8591,21
8592,14
8593,19
8594,12
8595,15
8596,12
8597,24
8598,12
8599,26
8600,9
8601,14
8602,14
8603,20
8604,34
8605,18
8606,14
8607,28
8608,25
8609,31
8610,21
8611,8
8612,25
8613,24
8614,17
8615,18
8616,26
8617,20
8618,10
8619,20
8620,17
8621,13
8622,17
8623,10
8624,15
8625,10
8626,13
8627,11
8628,25
8629,8
8630,16
8631,18
8632,36
8633,25
8634,15
8635,13
8636,16
8637,13
8638,41
8639,14
8640,16
8641,34
8642,23
8643,14
8644,15
8645,18
8646,7
8647,28
8648,12
8649,8
8650,17
8651,17
8652,13
8653,13
8654,11
8655,18
8656,16
8657,33
8658,12
8659,15
8660,16
8661,29
8662,12
8663,19
8664,31
8665,12
8666,24
8667,12
8668,27
8669,13
8670,16
8671,17
8672,9
8673,17
8674,17
8675,13
8676,21
8677,34
8678,23
8679,12
8680,9
8681,12
8682,22
8683,13
8684,10
8685,33
8686,30
8687,13
8688,21
8689,17
8690,36
8691,12
8692,13
8693,16
8694,20
8695,12
8696,11
8697,9
8698,13
8699,12
8700,16
8701,12
8702,22
8703,15
8704,29
8705,25
8706,17
8707,19
8708,16
8709,10
8710,28
8711,21
8712,40
8713,16
8714,13
8715,7
8716,17
8717,17
8718,21
8719,14
8720,16
8721,16
8722,29
8723,24
8724,21
8725,23
8726,16
8727,23
8728,29
8729,20
8730,19
8731,60
8732,19
8733,14
8734,17
8735,14
8736,14
8737,25
8738,15
8739,19
8740,22
8741,16
8742,13
8743,15
8744,20
8745,10
8746,24
8747,14
8748,19
8749,16
8750,17
8751,17
8752,21
8753,17
8754,14
8755,27
8756,16
8757,15
8758,14
8759,13
8760,10
8761,33
8762,19
8763,17
8764,11
8765,20
8766,17
8767,18
8768,13
8769,13
8770,15
8771,11
8772,11
8773,13
8774,8
8775,28
8776,27
8777,14
8778,20
8779,28
8780,14
8781,8
8782,40
8783,17
8784,21
8785,16
8786,19
8787,17
8788,10
8789,20
8790,19
8791,19
8792,29
8793,22
8794,22
8795,21
8796,15
8797,21
8798,18
8799,11
8800,15
8801,28
8802,14
8803,30
8804,35
8805,16
8806,22
8807,21
8808,20
8809,21
8810,34
8811,12
8812,18
8813,31
8814,33
8815,15
8816,11
8817,23
8818,17
8819,24
8820,28
8821,16
8822,18
8823,17
8824,13
8825,23
8826,17
8827,29
8828,11
8829,12
8830,12
8831,23
8832,19
8833,18
8834,31
8835,21
8836,11
8837,14
8838,24
8839,15
8840,20
8841,25
8842,10
8843,10
8844,19
8845,13
8846,21
8847,15
8848,15
8849,28
8850,15
8851,12
8852,16
8853,11
8854,23
8855,8
8856,8
8857,51
8858,18
8859,8
8860,22
8861,10
8862,8
8863,17
8864,18
8865,18
8866,37
8867,10
8868,19
8869,23
8870,12
8871,31
8872,13
8873,29
8874,20
8875,18
8876,15
8877,9
8878,9
8879,33
8880,13
8881,17
8882,27
8883,13
8884,15
8885,14
8886,16
8887,9
8888,23
8889,18
8890,25
8891,17
8892,11
8893,17
8894,15
8895,16
8896,29
8897,12
8898,14
8899,20
8900,18
8901,11
8902,15
8903,23
8904,14
8905,20
8906,11
8907,13
8908,33
8909,23
8910,11
8911,14
8912,15
8913,19
8914,12
8915,11
8916,18
8917,27
8918,11
8919,16
8920,23
8921,21
8922,9
8923,11
8924,12
8925,43
8926,11
8927,23
8928,13
8929,19
8930,17
8931,14
8932,11
8933,14
8934,10
8935,12
8936,21
8937,8
8938,10
8939,23
8940,10
8941,11
8942,20
8943,33
8944,22
8945,9
8946,21
8947,19
8948,10
8949,20
8950,20
8951,13
8952,25
8953,25
8954,11
8955,14
8956,17
8957,15
8958,17
8959,19
8960,18
8961,18
8962,11
8963,13
8964,19
8965,14
8966,19
8967,19
8968,14
8969,20
8970,26
8971,11
8972,14
8973,12
8974,17
8975,20
8976,18
8977,12
8978,17
8979,15
8980,20
8981,15
8982,8
8983,18
8984,16
8985,16
8986,11
8987,10
8988,13
8989,12
8990,29
8991,16
8992,19
8993,15
8994,12
8995,20
8996,14
8997,12
8998,12
8999,12
9000,18
9001,12
9002,25
9003,11
9004,25
9005,18
9006,18
9007,13
9008,20
9009,18
9010,14
9011,22
9012,13
9013,12
9014,11
9015,12
9016,12
9017,11
9018,21
9019,20
9020,8
9021,16
9022,8
9023,13
9024,10
9025,23
9026,15
9027,48
9028,17
9029,14
9030,18
9031,16
9032,10
9033,12
9034,14
9035,21
9036,21
9037,12
9038,13
9039,10
9040,13
9041,21
9042,12
9043,32
9044,25
9045,17
9046,12
9047,19
9048,15
9049,7
9050,8
9051,13
9052,15
9053,20
9054,12
9055,16
9056,21
9057,12
9058,10
9059,14
9060,13
9061,12
9062,10
9063,16
9064,19
9065,20
9066,14
9067,31
9068,23
9069,25
9070,14
9071,23
9072,22
9073,13
9074,8
9075,11
9076,26
9077,19
9078,31
9079,12
9080,22
9081,30
9082,11
9083,13
9084,34
9085,18
9086,15
9087,18
9088,19
9089,28
9090,17
9091,18
9092,17
9093,18
9094,29
9095,21
9096,23
9097,14
9098,15
9099,10
9100,19
9101,18
9102,21
9103,16
9104,8
9105,17
9106,20
9107,18
9108,18
9109,13
9110,12
9111,30
9112,16
9113,28
9114,14
9115,23
9116,14
9117,19
9118,13
9119,15
9120,23
9121,23
9122,11
9123,14
9124,26
9125,13
9126,16
9127,24
9128,13
9129,21
9130,8
9131,32
9132,12
9133,14
9134,21
9135,18
9136,18
9137,25
9138,10
9139,23
9140,13
9141,13
9142,22
9143,9
9144,27
9145,14
9146,15
9147,20
9148,18
9149,17
9150,11
9151,20
9152,21
9153,10
9154,18
9155,27
9156,9
9157,18
9158,11
9159,12
9160,12
9161,19
9162,12
9163,11
9164,24
9165,19
9166,12
9167,19
9168,26
9169,14
9170,10
9171,22
9172,18
9173,18
9174,18
9175,9
9176,10
9177,12
9178,14
9179,14
9180,13
9181,9
9182,19
9183,11
9184,18
9185,8
9186,17
9187,10
9188,8
9189,13
9190,15
9191,16
9192,29
9193,10
9194,22
9195,9
9196,9
9197,11
9198,9
9199,19
9200,13
9201,8
9202,17
9203,21
9204,21
9205,24
9206,23
9207,9
9208,14
9209,16
9210,28
9211,15
9212,14
9213,26
9214,19
9215,35
9216,12
9217,17
9218,19
9219,17
9220,12
9221,14
9222,19
9223,16
9224,14
9225,29
9226,27
9227,20
9228,18
9229,9
9230,28
9231,12
9232,16
9233,10
9234,19
9235,12
9236,8
9237,10
9238,18
9239,29
9240,9
9241,38
9242,13
9243,10
9244,9
9245,23
9246,20
9247,21
9248,18
9249,19
9250,12
9251,15
9252,9
9253,16
9254,14
9255,9
9256,20
9257,19
9258,18
9259,21
9260,15
9261,8
9262,29
9263,18
9264,13
9265,14
9266,13
9267,15
9268,26
9269,13
9270,11
9271,14
9272,15
9273,13
9274,20
9275,37
9276,13
9277,10
9278,9
9279,16
9280,21
9281,18
9282,16
9283,12
9284,21
9285,13
9286,14
9287,36
9288,27
9289,15
9290,16
9291,15
9292,14
9293,17
9294,25
9295,17
9296,35
9297,20
9298,22
9299,49
9300,21
9301,30
9302,23
9303,13
9304,28
9305,10
9306,13
9307,18
9308,17
9309,22
9310,16
9311,23
9312,20
9313,13
9314,10
9315,15
9316,11
9317,18
9318,18
9319,15
9320,8
9321,14
9322,16
9323,8
9324,19
9325,18
9326,16
9327,16
9328,23
9329,15
9330,37
9331,13
9332,32
9333,19
9334,12
9335,17
9336,20
9337,10
9338,13
9339,7
9340,15
9341,17
9342,9
9343,14
9344,20
9345,14
9346,22
9347,36
9348,19
9349,38
9350,9
9351,16
9352,16
9353,22
9354,26
9355,16
9356,13
9357,11
9358,18
9359,13
9360,10
9361,16
9362,19
9363,15
9364,19
9365,18
9366,13
9367,24
9368,12
9369,12
9370,11
9371,13
9372,10
9373,21
9374,8
9375,18
9376,10
9377,23
9378,17
9379,18
9380,16
9381,29
9382,18
9383,13
9384,7
9385,16
9386,9
9387,16
9388,11
9389,24
9390,22
9391,22
9392,22
9393,21
9394,7
9395,22
9396,32
9397,27
9398,9
9399,14
9400,16
9401,17
9402,15
9403,11
9404,13
9405,9
9406,9
9407,17
9408,19
9409,11
9410,15
9411,15
9412,15
9413,18
9414,19
9415,29
9416,20
9417,13
9418,20
9419,24
9420,18
9421,15
9422,11
9423,9
9424,16
9425,17
9426,16
9427,25
9428,31
9429,13
9430,18
9431,14
9432,11
9433,20
9434,21
9435,20
9436,19
9437,13
9438,13
9439,17
9440,14
9441,9
9442,10
9443,10
9444,16
9445,16
9446,13
9447,16
9448,14
9449,19
9450,10
9451,14
9452,22
9453,13
9454,12
9455,23
9456,11
9457,10
9458,15
9459,13
9460,24
9461,22
9462,8
9463,17
9464,20
9465,21
9466,11
9467,17
9468,23
9469,21
9470,9
9471,14
9472,8
9473,22
9474,11
9475,8
9476,17
9477,22
9478,10
9479,23
9480,13
9481,22
9482,20
9483,70
9484,20
9485,14
9486,30
9487,13
9488,17
9489,20
9490,27
9491,14
9492,16
9493,13
9494,9
9495,15
9496,16
9497,10
9498,9
9499,13
9500,19
9501,11
9502,13
9503,16
9504,37
9505,21
9506,12
9507,22
9508,28
9509,24
9510,13
9511,18
9512,23
9513,11
9514,15
9515,15
9516,22
9517,22
9518,21
9519,12
9520,12
9521,24
9522,29
9523,14
9524,18
9525,17
9526,17
9527,14
9528,9
9529,31
9530,15
9531,16
9532,28
9533,18
9534,12
9535,25
9536,17
9537,10
9538,13
9539,16
9540,17
9541,10
9542,13
9543,25
9544,29
9545,21
9546,24
9547,22
9548,12
9549,10
9550,12
9551,22
9552,13
9553,14
9554,13
9555,19
9556,19
9557,13
9558,21
9559,18
9560,16
9561,29
9562,13
9563,10
9564,14
9565,9
9566,27
9567,32
9568,11
9569,33
9570,20
9571,17
9572,9
9573,14
9574,15
9575,11
9576,11
9577,12
9578,31
9579,15
9580,22
9581,14
9582,25
9583,29
9584,13
9585,13
9586,11
9587,12
9588,15
9589,22
9590,29
9591,9
9592,18
9593,23
9594,11
9595,10
9596,19
9597,7
9598,34
9599,21
9600,9
9601,9
9602,31
9603,19
9604,14
9605,11
9606,14
9607,14
9608,11
9609,38
9610,9
9611,22
9612,9
9613,20
9614,18
9615,19
9616,41
9617,28
9618,10
9619,16
9620,11
9621,11
9622,10
9623,13
9624,16
9625,21
9626,11
9627,14
9628,7
9629,15
9630,17
9631,22
9632,16
9633,20
9634,10
9635,21
9636,22
9637,13
9638,16
9639,11
9640,16
9641,22
9642,22
9643,15
9644,22
9645,21
9646,23
9647,15
9648,9
9649,39
9650,17
9651,18
9652,21
9653,12
9654,18
9655,15
9656,8
9657,9
9658,16
9659,16
9660,25
9661,14
9662,18
9663,16
9664,25
9665,15
9666,13
9667,31
9668,24
9669,20
9670,23
9671,19
9672,13
9673,21
9674,12
9675,23
9676,15
9677,20
9678,16
9679,9
9680,11
9681,13
9682,39
9683,22
9684,22
9685,26
9686,39
9687,23
9688,10
9689,10
9690,40
9691,21
9692,15
9693,15
9694,8
9695,18
9696,12
9697,13
9698,19
9699,12
9700,15
9701,10
9702,8
9703,29
9704,13
9705,17
9706,13
9707,25
9708,15
9709,14
9710,11
9711,14
9712,24
9713,10
9714,10
9715,17
9716,18
9717,15
9718,14
9719,16
9720,20
9721,28
9722,10
9723,21
9724,8
9725,16
9726,19
9727,17
9728,21
9729,15
9730,9
9731,18
9732,9
9733,27
9734,26
9735,29
9736,9
9737,14
9738,28
9739,17
9740,29
9741,20
9742,19
9743,26
9744,21
9745,15
9746,13
9747,21
9748,12
9749,25
9750,11
9751,18
9752,25
9753,12
9754,12
9755,32
9756,30
9757,28
9758,12
9759,13
9760,13
9761,19
9762,21
9763,14
9764,20
9765,10
9766,12
9767,17
9768,18
9769,32
9770,11
9771,16
9772,26
9773,18
9774,12
9775,43
9776,25
9777,22
9778,12
9779,26
9780,25
9781,15
9782,26
9783,15
9784,10
9785,19
9786,11
9787,18
9788,14
9789,15
9790,12
9791,15
9792,11
9793,15
9794,12
9795,21
9796,13
9797,28
9798,12
9799,12
9800,31
9801,15
9802,27
9803,24
9804,8
9805,17
9806,15
9807,16
9808,13
9809,22
9810,13
9811,13
9812,19
9813,19
9814,11
9815,10
9816,10
9817,17
9818,16
9819,31
9820,15
9821,8
9822,14
9823,15
9824,11
9825,20
9826,17
9827,16
9828,16
9829,22
9830,12
9831,16
9832,25
9833,23
9834,12
9835,15
9836,17
9837,18
9838,15
9839,13
9840,15
9841,11
9842,22
9843,13
9844,16
9845,13
9846,15
9847,22
9848,9
9849,14
9850,11
9851,22
9852,23
9853,13
9854,12
9855,19
9856,10
9857,16
9858,16
9859,16
9860,14
9861,12
9862,13
9863,21
9864,9
9865,12
9866,16
9867,9
9868,13
9869,14
9870,14
9871,13
9872,12
9873,10
9874,12
9875,8
9876,25
9877,9
9878,20
9879,14
9880,16
9881,17
9882,31
9883,18
9884,31
9885,18
9886,17
9887,11
9888,10
9889,14
9890,29
9891,12
9892,16
9893,10
9894,13
9895,16
9896,36
9897,22
9898,12
9899,10
9900,17
9901,13
9902,8
9903,13
9904,19
9905,32
9906,16
9907,23
9908,19
9909,24
9910,8
9911,25
9912,15
9913,10
9914,15
9915,20
9916,16
9917,20
9918,18
9919,15
9920,18
9921,16
9922,15
9923,20
9924,11
9925,22
9926,23
9927,13
9928,23
9929,9
9930,20
9931,19
9932,7
9933,12
9934,14
9935,19
9936,20
9937,18
9938,16
9939,14
9940,28
9941,18
9942,9
9943,13
9944,16
9945,19
9946,12
9947,16
9948,14
9949,8
9950,14
9951,19
9952,19
9953,11
9954,28
9955,8
9956,10
9957,17
9958,10
9959,27
9960,16
9961,11
9962,21
9963,21
9964,21
9965,13
9966,12
9967,13
9968,20
9969,14
9970,9
9971,12
9972,12
9973,37
9974,18
9975,11
9976,9
9977,11
9978,27
9979,18
9980,26
9981,18
9982,19
9983,13
9984,12
9985,23
9986,12
9987,28
9988,18
9989,29
9990,16
9991,10
9992,17
9993,30
9994,13
9995,11
9996,13
9997,27
9998,9
9999,14
